TF_Locus,Matrix_ID,Matrix_Type,Family
AT1G32870,TFmatrixID_1323,Direct,NAC
AT1G33060,TFmatrixID_0384,Inferred,NAC
AT1G33240,TF_motif_seq_0319,Direct,Trihelix
AT1G33240,TFmatrixID_1422,Direct,Trihelix
AT1G33240,TFmatrixID_1424,Direct,Trihelix
AT1G33280,TFmatrixID_0383,Inferred,NAC
AT1G33280,TFmatrixID_0397,Inferred,NAC
AT1G33280,TFmatrixID_0392,Inferred,NAC
AT1G33760,TFmatrixID_0085,Inferred,ERF
AT1G33760,TFmatrixID_0086,Inferred,ERF
AT1G33760,TFmatrixID_0118,Inferred,ERF
AT1G33760,TFmatrixID_0119,Inferred,ERF
AT1G33760,TFmatrixID_0121,Inferred,ERF
AT1G34170,TF_motif_seq_0335,Direct,ARF
AT1G34180,TFmatrixID_1351,Direct,NAC
AT1G34180,TFmatrixID_1281,Direct,NAC
AT1G34190,TFmatrixID_1289,Direct,NAC
AT1G34190,TFmatrixID_1337,Direct,NAC
AT1G34310,TF_motif_seq_0335,Direct,ARF
AT1G34370,TFmatrixID_0971,Direct,C2H2
AT1G34370,TFmatrixID_0983,Direct,C2H2
AT1G34410,TF_motif_seq_0335,Direct,ARF
AT1G34670,TFmatrixID_1174,Direct,MYB
AT1G34670,TFmatrixID_1177,Direct,MYB
AT1G35460,TFmatrixID_0806,Direct,bHLH
AT1G35460,TFmatrixID_0176,Inferred,bHLH
AT1G35460,TFmatrixID_0808,Direct,bHLH
AT1G35560,TFmatrixID_0434,Inferred,TCP
AT1G35560,TFmatrixID_0439,Inferred,TCP
AT1G35560,TFmatrixID_0435,Inferred,TCP
AT1G35560,TFmatrixID_0618,Direct,TCP
AT1G35560,TFmatrixID_0438,Inferred,TCP
AT1G35560,TFmatrixID_0424,Inferred,TCP
AT1G35560,TFmatrixID_0420,Inferred,TCP
AT1G35560,TFmatrixID_0429,Inferred,TCP
AT1G35560,TFmatrixID_0433,Inferred,TCP
AT1G35560,TFmatrixID_0437,Inferred,TCP
AT1G35560,TFmatrixID_0431,Inferred,TCP
AT1G35560,TFmatrixID_0426,Inferred,TCP
AT1G36060,TFmatrixID_0069,Inferred,ERF
AT1G36060,TFmatrixID_0487,Inferred,ERF
AT1G36060,TFmatrixID_0100,Inferred,ERF
AT1G36060,TFmatrixID_0067,Inferred,ERF
AT1G36060,TFmatrixID_0710,Direct,ERF
AT1G36060,TFmatrixID_0122,Inferred,ERF
AT1G36060,TFmatrixID_0087,Inferred,ERF
AT1G36060,TFmatrixID_0113,Inferred,ERF
AT1G36060,TFmatrixID_0759,Direct,ERF
AT1G36060,TFmatrixID_0066,Inferred,ERF
AT1G42990,TFmatrixID_0027,Direct,bZIP
AT1G42990,TFmatrixID_0028,Direct,bZIP
AT1G43160,TFmatrixID_0060,Direct,ERF
AT1G43160,TFmatrixID_0601,Direct,ERF
AT1G43160,TFmatrixID_0602,Direct,ERF
AT1G43160,TFmatrixID_0689,Direct,ERF
AT1G43160,TFmatrixID_0603,Direct,ERF
AT1G43160,TFmatrixID_0721,Direct,ERF
AT1G43700,TF_motif_seq_0287,Direct,bZIP
AT1G43700,TFmatrixID_0872,Direct,bZIP
AT1G43700,TFmatrixID_0866,Direct,bZIP
AT1G43950,TF_motif_seq_0335,Direct,B3
AT1G44830,TFmatrixID_0739,Direct,ERF
AT1G44830,TFmatrixID_0121,Inferred,ERF
AT1G44830,TFmatrixID_0119,Inferred,ERF
AT1G45249,TFmatrixID_0862,Direct,bZIP
AT1G45249,TFmatrixID_0182,Direct,bZIP
AT1G46264,TF_motif_seq_0010,Direct,HSF
AT1G46264,TFmatrixID_1110,Direct,HSF
AT1G46768,TFmatrixID_0733,Direct,ERF
AT1G46768,TFmatrixID_0730,Direct,ERF
AT1G46768,TFmatrixID_0121,Inferred,ERF
AT1G47655,TFmatrixID_0923,Direct,Dof
AT1G47655,TFmatrixID_0916,Direct,Dof
AT1G47655,TF_motif_seq_0239,Direct,Dof
AT1G47870,TFmatrixID_1013,Direct,E2F/DP
AT1G48610,TFmatrixID_0131,Inferred,AT-Hook
AT1G48610,TFmatrixID_0147,Inferred,AT-Hook
AT1G48610,TFmatrixID_0148,Inferred,AT-Hook
AT1G48610,TFmatrixID_0152,Inferred,AT-Hook
AT1G48610,TFmatrixID_0130,Inferred,AT-Hook
AT1G48610,TFmatrixID_0129,Inferred,AT-Hook
AT1G48610,TFmatrixID_0476,Inferred,NA
AT1G49010,TFmatrixID_1234,Direct,MYB
AT1G49010,TFmatrixID_1251,Direct,MYB
AT1G49190,TF_motif_seq_0252,Direct,ARR-B
AT1G49480,TFmatrixID_1378,Direct,B3
AT1G49480,TFmatrixID_1377,Direct,B3
AT1G49560,TFmatrixID_1034,Direct,G2-like
AT1G49560,TFmatrixID_1028,Direct,G2-like
AT1G49720,TFmatrixID_0183,Direct,bZIP
AT1G49720,TFmatrixID_0515,Direct,bZIP
AT1G49720,TFmatrixID_0184,Direct,bZIP
AT1G49950,TFmatrixID_1520,Direct,MYB_related
AT1G50640,TFmatrixID_0712,Direct,ERF
AT1G50640,TFmatrixID_0717,Direct,ERF
AT1G50640,TFmatrixID_0061,Direct,ERF
AT1G50680,TFmatrixID_0125,Inferred,RAV
AT1G51070,TFmatrixID_0165,Inferred,bHLH
AT1G51070,TFmatrixID_0175,Inferred,bHLH
AT1G51070,TFmatrixID_0167,Inferred,bHLH
AT1G51120,TFmatrixID_0125,Direct,RAV
AT1G51140,TFmatrixID_0803,Direct,bHLH
AT1G51140,TFmatrixID_0812,Direct,bHLH
AT1G51140,TFmatrixID_0176,Inferred,bHLH
AT1G51190,TFmatrixID_0516,Inferred,AP2
AT1G51190,TFmatrixID_0539,Inferred,AP2
AT1G51220,TFmatrixID_0960,Direct,C2H2
AT1G51220,TFmatrixID_0956,Direct,C2H2
AT1G51600,TFmatrixID_0941,Direct,GATA
AT1G51600,TF_motif_seq_0243,Direct,GATA
AT1G51600,TF_motif_seq_0237,Direct,GATA
AT1G51600,TFmatrixID_0261,Direct,GATA
AT1G51700,TFmatrixID_0922,Direct,Dof
AT1G51700,TF_motif_seq_0239,Direct,Dof
AT1G51700,TFmatrixID_0909,Direct,Dof
AT1G52150,TFmatrixID_1066,Direct,HD-ZIP
AT1G52150,TFmatrixID_0542,Inferred,HD-ZIP
AT1G52150,TFmatrixID_0518,Inferred,HD-ZIP
AT1G52150,TFmatrixID_0047,Direct,HD-ZIP
AT1G52880,TFmatrixID_0381,Inferred,NAC
AT1G52880,TFmatrixID_1329,Direct,NAC
AT1G52880,TFmatrixID_0382,Inferred,NAC
AT1G52880,TFmatrixID_1345,Direct,NAC
AT1G52890,TFmatrixID_0381,Inferred,NAC
AT1G52890,TFmatrixID_1566,Direct,NAC
AT1G52890,TFmatrixID_1562,Direct,NAC
AT1G52890,TFmatrixID_1561,Direct,NAC
AT1G52890,TFmatrixID_1570,Direct,NAC
AT1G52890,TFmatrixID_1565,Direct,NAC
AT1G52890,TFmatrixID_1564,Direct,NAC
AT1G52890,TFmatrixID_0382,Inferred,NAC
AT1G52890,TFmatrixID_1563,Direct,NAC
AT1G52890,TFmatrixID_1569,Direct,NAC
AT1G52890,TFmatrixID_1567,Direct,NAC
AT1G52890,TF_motif_seq_0305,Direct,NAC
AT1G52890,TFmatrixID_1568,Direct,NAC
AT1G53160,TF_motif_seq_0508,Direct,SBP
AT1G53160,TFmatrixID_0402,Direct,SBP
AT1G53170,TFmatrixID_0062,Direct,ERF
AT1G53170,TFmatrixID_0686,Direct,ERF
AT1G53170,TFmatrixID_0688,Direct,ERF
AT1G53230,TFmatrixID_1404,Direct,TCP
AT1G53230,TFmatrixID_1403,Direct,TCP
AT1G53230,TFmatrixID_0422,Direct,TCP
AT1G53910,TFmatrixID_0082,Inferred,ERF
AT1G53910,TFmatrixID_0060,Inferred,ERF
AT1G53910,TFmatrixID_0103,Inferred,ERF
AT1G53910,TFmatrixID_0685,Direct,ERF
AT1G53910,TFmatrixID_0087,Inferred,ERF
AT1G53910,TFmatrixID_1535,Direct,ERF
AT1G53910,TFmatrixID_0069,Inferred,ERF
AT1G53910,TFmatrixID_0113,Inferred,ERF
AT1G53910,TFmatrixID_0102,Inferred,ERF
AT1G53910,TFmatrixID_0072,Inferred,ERF
AT1G53910,TFmatrixID_0107,Inferred,ERF
AT1G53910,TFmatrixID_0100,Inferred,ERF
AT1G53910,TFmatrixID_0122,Inferred,ERF
AT1G54060,TFmatrixID_0414,Direct,Trihelix
AT1G54160,TF_motif_seq_0257,Direct,NF-YA
AT1G54330,TFmatrixID_1306,Direct,NAC
AT1G54830,TF_motif_seq_0257,Direct,NF-YC
AT1G55110,TFmatrixID_0485,Inferred,C2H2
AT1G55110,TFmatrixID_0958,Direct,C2H2
AT1G55520,TFmatrixID_0569,Inferred,NA
AT1G55520,TFmatrixID_0418,Inferred,NA
AT1G55520,TFmatrixID_0419,Inferred,NA
AT1G55520,TFmatrixID_0491,Inferred,NA
AT1G55520,TFmatrixID_0570,Inferred,NA
AT1G55520,TFmatrixID_0571,Inferred,NA
AT1G55520,TFmatrixID_0572,Inferred,NA
AT1G55520,TFmatrixID_1746,Inferred,NA
AT1G55520,TFmatrixID_0585,Inferred,NA
AT1G55600,TFmatrixID_0458,Inferred,WRKY
AT1G55600,TFmatrixID_0453,Inferred,WRKY
AT1G55600,TFmatrixID_0455,Inferred,WRKY
AT1G55600,TFmatrixID_0456,Inferred,WRKY
AT1G55600,TFmatrixID_0445,Inferred,WRKY
AT1G55600,TFmatrixID_0466,Inferred,WRKY
AT1G55600,TFmatrixID_0448,Inferred,WRKY
AT1G55600,TFmatrixID_0452,Inferred,WRKY
AT1G55600,TFmatrixID_0442,Inferred,WRKY
AT1G55600,TF_motif_seq_0339,Direct,WRKY
AT1G55600,TFmatrixID_0462,Inferred,WRKY
AT1G55600,TFmatrixID_0447,Inferred,WRKY
AT1G55600,TFmatrixID_0460,Inferred,WRKY
AT1G55600,TFmatrixID_0450,Inferred,WRKY
AT1G55600,TFmatrixID_0463,Inferred,WRKY
AT1G55600,TFmatrixID_0468,Inferred,WRKY
AT1G55600,TFmatrixID_0446,Inferred,WRKY
AT1G55600,TFmatrixID_0454,Inferred,WRKY
AT1G55600,TF_motif_seq_0270,Direct,WRKY
AT1G55600,TFmatrixID_0457,Inferred,WRKY
AT1G55600,TFmatrixID_0444,Inferred,WRKY
AT1G55600,TFmatrixID_0464,Inferred,WRKY
AT1G56170,TF_motif_seq_0257,Direct,NF-YC
AT1G58100,TFmatrixID_0426,Inferred,TCP
AT1G58100,TFmatrixID_0437,Inferred,TCP
AT1G58100,TFmatrixID_0429,Inferred,TCP
AT1G58100,TFmatrixID_0431,Inferred,TCP
AT1G58100,TFmatrixID_0420,Inferred,TCP
AT1G58100,TFmatrixID_0439,Inferred,TCP
AT1G58100,TFmatrixID_0424,Inferred,TCP
AT1G58100,TFmatrixID_0433,Inferred,TCP
AT1G58100,TFmatrixID_0438,Inferred,TCP
AT1G59640,TFmatrixID_0807,Direct,bHLH
AT1G59640,TFmatrixID_0161,Direct,bHLH
AT1G59750,TF_motif_seq_0335,Direct,ARF
AT1G60920,TFmatrixID_1139,Direct,M-type_MADS
AT1G61110,TFmatrixID_0381,Direct,NAC
AT1G62300,TFmatrixID_0457,Inferred,WRKY
AT1G62300,TFmatrixID_0466,Inferred,WRKY
AT1G62300,TFmatrixID_0460,Inferred,WRKY
AT1G62300,TFmatrixID_0463,Inferred,WRKY
AT1G62300,TFmatrixID_0445,Inferred,WRKY
AT1G62300,TFmatrixID_0458,Inferred,WRKY
AT1G62300,TFmatrixID_0462,Inferred,WRKY
AT1G62300,TFmatrixID_0448,Inferred,WRKY
AT1G62300,TFmatrixID_0454,Inferred,WRKY
AT1G62300,TF_motif_seq_0339,Direct,WRKY
AT1G62300,TFmatrixID_1469,Direct,WRKY
AT1G62300,TFmatrixID_1493,Direct,WRKY
AT1G62300,TFmatrixID_0446,Inferred,WRKY
AT1G62300,TFmatrixID_0442,Inferred,WRKY
AT1G62300,TFmatrixID_0453,Inferred,WRKY
AT1G62300,TFmatrixID_0450,Inferred,WRKY
AT1G62300,TFmatrixID_0447,Inferred,WRKY
AT1G62300,TFmatrixID_0455,Inferred,WRKY
AT1G62300,TFmatrixID_0444,Inferred,WRKY
AT1G62300,TFmatrixID_0452,Inferred,WRKY
AT1G62300,TFmatrixID_0456,Inferred,WRKY
AT1G62300,TFmatrixID_0461,Inferred,WRKY
AT1G62300,TFmatrixID_0464,Inferred,WRKY
AT1G62300,TFmatrixID_0468,Inferred,WRKY
AT1G62300,TF_motif_seq_0270,Direct,WRKY
AT1G62360,TFmatrixID_0300,Inferred,TALE
AT1G62360,TFmatrixID_0301,Inferred,TALE
AT1G62360,TFmatrixID_0278,Inferred,TALE
AT1G62360,TF_motif_seq_0246,Direct,TALE
AT1G62700,TFmatrixID_0392,Inferred,NAC
AT1G62700,TFmatrixID_0383,Inferred,NAC
AT1G62700,TFmatrixID_0397,Inferred,NAC
AT1G62990,TFmatrixID_1560,Direct,TALE
AT1G62990,TFmatrixID_0294,Inferred,TALE
AT1G62990,TFmatrixID_0293,Inferred,TALE
AT1G63030,TFmatrixID_0773,Direct,ERF
AT1G63030,TFmatrixID_1623,Direct,ERF
AT1G63030,TFmatrixID_1622,Direct,ERF
AT1G63030,TF_motif_seq_0292,Direct,ERF
AT1G63030,TFmatrixID_1628,Direct,ERF
AT1G63030,TFmatrixID_0086,Inferred,ERF
AT1G63030,TFmatrixID_0085,Inferred,ERF
AT1G63030,TFmatrixID_1626,Direct,ERF
AT1G63030,TFmatrixID_1620,Direct,ERF
AT1G63030,TFmatrixID_1625,Direct,ERF
AT1G63030,TFmatrixID_1627,Direct,ERF
AT1G63030,TFmatrixID_1624,Direct,ERF
AT1G63030,TFmatrixID_1621,Direct,ERF
AT1G63040,TFmatrixID_1369,Direct,NA
AT1G63480,TFmatrixID_0001,Direct,NA
AT1G63480,TFmatrixID_0002,Direct,NA
AT1G63480,TFmatrixID_0003,Direct,NA
AT1G64000,TFmatrixID_0453,Inferred,WRKY
AT1G64000,TFmatrixID_0445,Inferred,WRKY
AT1G64000,TF_motif_seq_0339,Direct,WRKY
AT1G64000,TFmatrixID_0458,Inferred,WRKY
AT1G64000,TFmatrixID_0447,Inferred,WRKY
AT1G64000,TFmatrixID_0466,Inferred,WRKY
AT1G64000,TFmatrixID_0455,Inferred,WRKY
AT1G64000,TFmatrixID_0442,Inferred,WRKY
AT1G64000,TFmatrixID_0448,Inferred,WRKY
AT1G64000,TFmatrixID_0460,Inferred,WRKY
AT1G64000,TFmatrixID_0454,Inferred,WRKY
AT1G64000,TFmatrixID_0462,Inferred,WRKY
AT1G64000,TFmatrixID_0444,Inferred,WRKY
AT1G64000,TFmatrixID_0452,Inferred,WRKY
AT1G64000,TFmatrixID_0443,Inferred,WRKY
AT1G64000,TFmatrixID_0461,Inferred,WRKY
AT1G64000,TFmatrixID_0450,Inferred,WRKY
AT1G64000,TFmatrixID_0468,Inferred,WRKY
AT1G64000,TFmatrixID_0457,Inferred,WRKY
AT1G64000,TFmatrixID_0459,Inferred,WRKY
AT1G64000,TFmatrixID_0446,Inferred,WRKY
AT1G64000,TF_motif_seq_0270,Direct,WRKY
AT1G64000,TFmatrixID_0456,Inferred,WRKY
AT1G64000,TFmatrixID_0463,Inferred,WRKY
AT1G64000,TFmatrixID_0464,Inferred,WRKY
AT1G64380,TFmatrixID_0067,Inferred,ERF
AT1G64620,TFmatrixID_0896,Direct,Dof
AT1G64620,TF_motif_seq_0239,Direct,Dof
AT1G64620,TFmatrixID_0908,Direct,Dof
AT1G64620,TFmatrixID_1544,Direct,Dof
AT1G64620,TFmatrixID_0233,Direct,Dof
AT1G64625,TFmatrixID_0815,Direct,NA
AT1G65620,TFmatrixID_1126,Direct,LBD
AT1G65910,TFmatrixID_1305,Direct,NAC
AT1G66370,TFmatrixID_1202,Direct,MYB
AT1G66420,TFmatrixID_1051,Direct,GeBP
AT1G66550,TFmatrixID_0462,Inferred,WRKY
AT1G66550,TFmatrixID_0453,Inferred,WRKY
AT1G66550,TFmatrixID_0460,Inferred,WRKY
AT1G66550,TF_motif_seq_0339,Direct,WRKY
AT1G66550,TFmatrixID_0455,Inferred,WRKY
AT1G66550,TFmatrixID_0442,Inferred,WRKY
AT1G66550,TFmatrixID_0464,Inferred,WRKY
AT1G66550,TFmatrixID_0468,Inferred,WRKY
AT1G66550,TFmatrixID_0443,Inferred,WRKY
AT1G66550,TFmatrixID_0461,Inferred,WRKY
AT1G66550,TFmatrixID_0463,Inferred,WRKY
AT1G66550,TFmatrixID_0459,Inferred,WRKY
AT1G66550,TFmatrixID_0452,Inferred,WRKY
AT1G66550,TF_motif_seq_0270,Direct,WRKY
AT1G66550,TFmatrixID_0444,Inferred,WRKY
AT1G66550,TFmatrixID_0454,Inferred,WRKY
AT1G66560,TFmatrixID_0444,Inferred,WRKY
AT1G66560,TFmatrixID_0462,Inferred,WRKY
AT1G66560,TFmatrixID_0464,Inferred,WRKY
AT1G66560,TFmatrixID_0452,Inferred,WRKY
AT1G66560,TFmatrixID_0442,Inferred,WRKY
AT1G66560,TFmatrixID_0460,Inferred,WRKY
AT1G66560,TFmatrixID_0468,Inferred,WRKY
AT1G66560,TFmatrixID_0454,Inferred,WRKY
AT1G66560,TFmatrixID_0456,Inferred,WRKY
AT1G66560,TFmatrixID_0455,Inferred,WRKY
AT1G66560,TFmatrixID_0461,Inferred,WRKY
AT1G66560,TFmatrixID_0459,Inferred,WRKY
AT1G66560,TFmatrixID_0457,Inferred,WRKY
AT1G66560,TFmatrixID_0453,Inferred,WRKY
AT1G66560,TFmatrixID_0443,Inferred,WRKY
AT1G66560,TFmatrixID_0463,Inferred,WRKY
AT1G66600,TFmatrixID_0443,Direct,WRKY
AT1G67260,TFmatrixID_0428,Inferred,TCP
AT1G67260,TFmatrixID_0440,Inferred,TCP
AT1G67260,TFmatrixID_0425,Inferred,TCP
AT1G67260,TFmatrixID_1417,Direct,TCP
AT1G67260,TFmatrixID_0421,Inferred,TCP
AT1G67260,TFmatrixID_0430,Inferred,TCP
AT1G67310,TF_motif_seq_0285,Direct,CAMTA
AT1G67710,TFmatrixID_0015,Direct,ARR-B
AT1G67710,TFmatrixID_0014,Direct,ARR-B
AT1G67710,TFmatrixID_0016,Direct,ARR-B
AT1G67710,TF_motif_seq_0252,Direct,ARR-B
AT1G67970,TF_motif_seq_0010,Direct,HSF
AT1G68150,TFmatrixID_0446,Inferred,WRKY
AT1G68150,TFmatrixID_0464,Inferred,WRKY
AT1G68150,TFmatrixID_0458,Inferred,WRKY
AT1G68150,TFmatrixID_0443,Inferred,WRKY
AT1G68150,TF_motif_seq_0270,Direct,WRKY
AT1G68150,TFmatrixID_0452,Inferred,WRKY
AT1G68150,TFmatrixID_0442,Inferred,WRKY
AT1G68150,TFmatrixID_0462,Inferred,WRKY
AT1G68150,TFmatrixID_0448,Inferred,WRKY
AT1G68150,TFmatrixID_0460,Inferred,WRKY
AT1G68150,TFmatrixID_0466,Inferred,WRKY
AT1G68150,TFmatrixID_0457,Inferred,WRKY
AT1G68150,TFmatrixID_0468,Inferred,WRKY
AT1G68150,TFmatrixID_0447,Inferred,WRKY
AT1G68150,TFmatrixID_0455,Inferred,WRKY
AT1G68150,TF_motif_seq_0339,Direct,WRKY
AT1G68150,TFmatrixID_0444,Inferred,WRKY
AT1G68150,TFmatrixID_0463,Inferred,WRKY
AT1G68150,TFmatrixID_0454,Inferred,WRKY
AT1G68150,TFmatrixID_0450,Inferred,WRKY
AT1G68150,TFmatrixID_0445,Inferred,WRKY
AT1G68150,TFmatrixID_0461,Inferred,WRKY
AT1G68150,TFmatrixID_0453,Inferred,WRKY
AT1G68150,TFmatrixID_0456,Inferred,WRKY
AT1G68200,TFmatrixID_0987,Direct,C3H
AT1G68320,TFmatrixID_1150,Direct,MYB
AT1G68320,TFmatrixID_1216,Direct,MYB
AT1G68550,TFmatrixID_0758,Direct,ERF
AT1G68550,TFmatrixID_1534,Direct,ERF
AT1G68550,TFmatrixID_0687,Direct,ERF
AT1G68640,TFmatrixID_0199,Inferred,bZIP
AT1G68640,TFmatrixID_0197,Inferred,bZIP
AT1G68640,TF_motif_seq_0281,Direct,bZIP
AT1G68640,TFmatrixID_0185,Inferred,bZIP
AT1G68640,TFmatrixID_0191,Inferred,bZIP
AT1G68640,TFmatrixID_0533,Inferred,bZIP
AT1G68640,TFmatrixID_0195,Inferred,bZIP
AT1G68640,TFmatrixID_0490,Inferred,bZIP
AT1G68640,TFmatrixID_0196,Inferred,bZIP
AT1G68670,TFmatrixID_1041,Direct,G2-like
AT1G68670,TFmatrixID_0338,Direct,G2-like
AT1G68670,TFmatrixID_1033,Direct,G2-like
AT1G68800,TFmatrixID_0425,Inferred,TCP
AT1G68800,TFmatrixID_0421,Inferred,TCP
AT1G68800,TFmatrixID_0430,Inferred,TCP
AT1G68800,TFmatrixID_0428,Inferred,TCP
AT1G68840,TFmatrixID_0063,Direct,RAV
AT1G68920,TFmatrixID_1532,Direct,bHLH
AT1G68920,TFmatrixID_0163,Inferred,bHLH
AT1G68920,TFmatrixID_0179,Inferred,bHLH
AT1G68920,TFmatrixID_0174,Inferred,bHLH
AT1G68920,TFmatrixID_0169,Inferred,bHLH
AT1G68920,TFmatrixID_0177,Inferred,bHLH
AT1G68920,TFmatrixID_0161,Inferred,bHLH
AT1G69010,TFmatrixID_0802,Direct,bHLH
AT1G69010,TFmatrixID_0801,Direct,bHLH
AT1G69010,TFmatrixID_0162,Direct,bHLH
AT1G69170,TFmatrixID_0399,Inferred,SBP
AT1G69170,TFmatrixID_0402,Inferred,SBP
AT1G69170,TFmatrixID_0411,Inferred,SBP
AT1G69170,TFmatrixID_0404,Inferred,SBP
AT1G69170,TFmatrixID_0409,Inferred,SBP
AT1G69170,TFmatrixID_0405,Inferred,SBP
AT1G69170,TFmatrixID_0522,Inferred,SBP
AT1G69170,TFmatrixID_0523,Inferred,SBP
AT1G69170,TF_motif_seq_0508,Direct,SBP
AT1G69170,TFmatrixID_0401,Inferred,SBP
AT1G69170,TFmatrixID_0408,Inferred,SBP
AT1G69170,TFmatrixID_0400,Inferred,SBP
AT1G69170,TFmatrixID_0403,Inferred,SBP
AT1G69170,TFmatrixID_0407,Inferred,SBP
AT1G69170,TFmatrixID_0531,Inferred,SBP
AT1G69170,TFmatrixID_0410,Inferred,SBP
AT1G69170,TFmatrixID_0398,Inferred,SBP
AT1G69180,TFmatrixID_0946,Direct,YABBY
AT1G69180,TFmatrixID_0945,Direct,YABBY
AT1G69310,TF_motif_seq_0339,Direct,WRKY
AT1G69310,TFmatrixID_0444,Direct,WRKY
AT1G69310,TF_motif_seq_0270,Direct,WRKY
AT1G69490,TFmatrixID_0382,Direct,NAC
AT1G69490,TFmatrixID_1662,Direct,NAC
AT1G69490,TFmatrixID_1655,Direct,NAC
AT1G69490,TFmatrixID_1659,Direct,NAC
AT1G69490,TFmatrixID_1654,Direct,NAC
AT1G69490,TFmatrixID_1660,Direct,NAC
AT1G69490,TFmatrixID_1661,Direct,NAC
AT1G69490,TFmatrixID_1352,Direct,NAC
AT1G69490,TFmatrixID_1333,Direct,NAC
AT1G69490,TFmatrixID_1653,Direct,NAC
AT1G69490,TFmatrixID_1658,Direct,NAC
AT1G69490,TFmatrixID_1657,Direct,NAC
AT1G69490,TFmatrixID_1656,Direct,NAC
AT1G69560,TFmatrixID_1201,Direct,MYB
AT1G69560,TFmatrixID_1225,Direct,MYB
AT1G69570,TFmatrixID_0912,Direct,Dof
AT1G69570,TF_motif_seq_0239,Direct,Dof
AT1G69570,TFmatrixID_0918,Direct,Dof
AT1G69690,TFmatrixID_1408,Direct,TCP
AT1G69690,TFmatrixID_1409,Direct,TCP
AT1G69690,TFmatrixID_0616,Direct,TCP
AT1G69780,TFmatrixID_0517,Inferred,HD-ZIP
AT1G69780,TFmatrixID_0541,Inferred,HD-ZIP
AT1G69780,TFmatrixID_0292,Inferred,HD-ZIP
AT1G69780,TFmatrixID_1086,Direct,HD-ZIP
AT1G69780,TFmatrixID_0281,Inferred,HD-ZIP
AT1G69780,TFmatrixID_0471,Inferred,HD-ZIP
AT1G69780,TFmatrixID_0540,Inferred,HD-ZIP
AT1G69780,TFmatrixID_0484,Inferred,HD-ZIP
AT1G69780,TFmatrixID_0298,Inferred,HD-ZIP
AT1G69780,TFmatrixID_1073,Direct,HD-ZIP
AT1G69810,TFmatrixID_0444,Inferred,WRKY
AT1G69810,TFmatrixID_0458,Inferred,WRKY
AT1G69810,TFmatrixID_0445,Inferred,WRKY
AT1G69810,TFmatrixID_0446,Inferred,WRKY
AT1G69810,TFmatrixID_0468,Inferred,WRKY
AT1G69810,TFmatrixID_0448,Inferred,WRKY
AT1G69810,TF_motif_seq_0270,Direct,WRKY
AT1G69810,TFmatrixID_0442,Inferred,WRKY
AT1G69810,TFmatrixID_0464,Inferred,WRKY
AT1G69810,TFmatrixID_0443,Inferred,WRKY
AT1G69810,TFmatrixID_0454,Inferred,WRKY
AT1G69810,TFmatrixID_0459,Inferred,WRKY
AT1G69810,TFmatrixID_0466,Inferred,WRKY
AT1G69810,TFmatrixID_0460,Inferred,WRKY
AT1G69810,TFmatrixID_0462,Inferred,WRKY
AT1G69810,TFmatrixID_0452,Inferred,WRKY
AT1G69810,TF_motif_seq_0339,Direct,WRKY
AT1G69810,TFmatrixID_0457,Inferred,WRKY
AT1G69810,TFmatrixID_0453,Inferred,WRKY
AT1G69810,TFmatrixID_0447,Inferred,WRKY
AT1G69810,TFmatrixID_0463,Inferred,WRKY
AT1G69810,TFmatrixID_0455,Inferred,WRKY
AT1G69810,TFmatrixID_0456,Inferred,WRKY
AT1G69810,TFmatrixID_0450,Inferred,WRKY
AT1G70000,TFmatrixID_0328,Inferred,MYB_related
AT1G70000,TFmatrixID_0361,Inferred,MYB_related
AT1G70000,TFmatrixID_0372,Inferred,MYB_related
AT1G70000,TFmatrixID_0326,Inferred,MYB_related
AT1G70510,TF_motif_seq_0246,Direct,TALE
AT1G70510,TFmatrixID_0278,Inferred,TALE
AT1G70510,TFmatrixID_0301,Inferred,TALE
AT1G70510,TFmatrixID_0300,Inferred,TALE
AT1G70910,TFmatrixID_0994,Direct,NA
AT1G70920,TFmatrixID_1080,Direct,HD-ZIP
AT1G70920,TFmatrixID_1085,Direct,HD-ZIP
AT1G71130,TFmatrixID_0056,Inferred,ERF
AT1G71130,TFmatrixID_0067,Inferred,ERF
AT1G71130,TFmatrixID_0087,Inferred,ERF
AT1G71450,TFmatrixID_0707,Direct,ERF
AT1G71450,TFmatrixID_0659,Direct,ERF
AT1G71930,TFmatrixID_1714,Direct,NAC
AT1G71930,TFmatrixID_1718,Direct,NAC
AT1G71930,TFmatrixID_1716,Direct,NAC
AT1G71930,TFmatrixID_1715,Direct,NAC
AT1G71930,TFmatrixID_1713,Direct,NAC
AT1G71930,TFmatrixID_1720,Direct,NAC
AT1G71930,TFmatrixID_1719,Direct,NAC
AT1G71930,TFmatrixID_0383,Inferred,NAC
AT1G71930,TFmatrixID_0392,Inferred,NAC
AT1G71930,TFmatrixID_0397,Inferred,NAC
AT1G71930,TFmatrixID_1722,Direct,NAC
AT1G71930,TFmatrixID_1717,Direct,NAC
AT1G71930,TFmatrixID_1721,Direct,NAC
AT1G72010,TFmatrixID_0420,Inferred,TCP
AT1G72010,TFmatrixID_1402,Direct,TCP
AT1G72010,TFmatrixID_0431,Inferred,TCP
AT1G72010,TFmatrixID_1401,Direct,TCP
AT1G72010,TFmatrixID_0433,Inferred,TCP
AT1G72010,TFmatrixID_0439,Inferred,TCP
AT1G72010,TFmatrixID_0438,Inferred,TCP
