Gene_ID	Family
Sobic.010G152700	bHLH
Sobic.010G155000	NAC
Sobic.010G155100	NAC
Sobic.010G163900	BES1
Sobic.010G164400	HSF
Sobic.010G168500	NAC
Sobic.010G170600	HSF
Sobic.010G172800	bHLH
Sobic.010G173400	GATA
Sobic.010G181200	FAR1
Sobic.010G183600	bZIP
Sobic.010G189500	GRAS
Sobic.010G191100	bHLH
Sobic.010G192432	bZIP
Sobic.010G194900	bZIP
Sobic.010G199000	bZIP
Sobic.010G207600	bZIP
Sobic.010G209100	WRKY
Sobic.010G209200	WRKY
Sobic.010G215700	SBP
Sobic.010G218500	bZIP
Sobic.010G221400	NF-YC
Sobic.010G227300	NAC
Sobic.010G249200	GATA
Sobic.010G254200	SBP
Sobic.010G259400	LBD
Sobic.010G261700	SRS
Sobic.010G267500	bZIP
Sobic.010G269000	bZIP
Sobic.010G269700	bHLH
Sobic.010G273700	NAC
Sobic.K005500	bHLH
Sobic.K006800	CAMTA
Sobic.K023500	bHLH
Sobic.K024500	bHLH
Sobic.K024600	bHLH
Sobic.001G217300	ARF
Sobic.002G290600	ARF
Sobic.003G003800	ARF
Sobic.003G251700	ARF
Sobic.003G298600	ARF
Sobic.003G411900	ARF
Sobic.004G037800	ARF
Sobic.004G051900	ARF
Sobic.004G178500	ARF
Sobic.004G221400	ARF
Sobic.005G132000	ARF
Sobic.006G089500	ARF
Sobic.006G149600	ARF
Sobic.006G255300	ARF
Sobic.006G262100	ARF
Sobic.006G278900	ARF
Sobic.007G203500	ARF
Sobic.008G096000	ARF
Sobic.008G169400	ARF
Sobic.009G196900	ARF
Sobic.009G231800	ARF
Sobic.010G073600	ARF
Sobic.010G229000	ARF
Sobic.010G236300	ARF
Sobic.010G253300	ARF
Sobic.001G164800	B3
Sobic.001G165000	B3
Sobic.001G165100	B3
Sobic.001G165200	B3
Sobic.001G165301	B3
Sobic.001G165401	B3
Sobic.001G165500	B3
Sobic.001G165700	B3
Sobic.001G165901	B3
Sobic.001G166000	B3
Sobic.001G166100	B3
Sobic.001G166900	B3
Sobic.001G313800	B3
Sobic.001G459400	B3
Sobic.001G479600	B3
Sobic.001G528200	B3
Sobic.002G142000	B3
Sobic.002G161600	B3
Sobic.002G339800	B3
Sobic.002G418200	B3
Sobic.003G005500	B3
Sobic.003G203800	B3
Sobic.003G203833	B3
Sobic.003G204200	B3
Sobic.003G275400	B3
Sobic.003G281100	B3
Sobic.003G281300	B3
Sobic.003G393600	B3
Sobic.003G398200	B3
Sobic.004G204000	B3
Sobic.004G280500	B3
Sobic.005G041400	B3
Sobic.005G073500	B3
Sobic.006G022000	B3
Sobic.006G050900	B3
Sobic.006G190400	B3
Sobic.006G217500	B3
Sobic.006G266400	B3
Sobic.007G000400	B3
Sobic.007G047500	B3
Sobic.007G076800	B3
Sobic.007G083900	B3
Sobic.007G090100	B3
Sobic.008G041100	B3
Sobic.008G148600	B3
Sobic.008G148700	B3
Sobic.008G148900	B3
Sobic.008G149100	B3
Sobic.008G149300	B3
Sobic.008G149400	B3
Sobic.008G191800	B3
Sobic.009G048201	B3
Sobic.009G057600	B3
Sobic.009G093000	B3
Sobic.009G175800	B3
Sobic.010G006000	B3
Sobic.010G006100	B3
Sobic.010G008300	B3
Sobic.010G198200	B3
Sobic.K044414	B3
Sobic.001G036800	AP2
Sobic.001G075700	AP2
Sobic.001G392700	AP2
Sobic.001G448000	AP2
Sobic.001G485200	AP2
Sobic.002G022600	AP2
Sobic.002G083600	AP2
Sobic.002G206400	AP2
Sobic.003G332300	AP2
Sobic.003G390600	AP2
Sobic.004G214300	AP2
Sobic.004G237100	AP2
Sobic.005G021000	AP2
Sobic.006G240700	AP2
Sobic.006G245500	AP2
Sobic.007G056700	AP2
Sobic.007G142700	AP2
Sobic.009G024600	AP2
Sobic.009G212500	AP2
Sobic.010G035100	AP2
Sobic.010G202700	AP2
Sobic.010G215100	AP2
Sobic.009G124200	AP2
Sobic.010G015000	AP2
Sobic.007G038300	AP2
Sobic.001G002500	ERF
Sobic.001G039800	ERF
Sobic.001G169400	ERF
Sobic.001G234500	ERF
Sobic.001G234700	ERF
Sobic.001G253400	ERF
Sobic.001G296300	ERF
Sobic.001G298100	ERF
Sobic.001G378900	ERF
Sobic.001G428700	ERF
Sobic.001G473900	ERF
Sobic.001G481300	ERF
Sobic.001G481400	ERF
Sobic.001G481600	ERF
Sobic.001G486800	ERF
Sobic.001G502300	ERF
Sobic.001G531100	ERF
Sobic.002G069100	ERF
Sobic.002G069166	ERF
Sobic.002G069400	ERF
Sobic.002G071600	ERF
Sobic.002G081300	ERF
Sobic.002G115400	ERF
Sobic.002G139300	ERF
Sobic.002G139400	ERF
Sobic.002G165600	ERF
Sobic.002G165700	ERF
Sobic.002G184400	ERF
Sobic.002G212000	ERF
Sobic.002G225700	ERF
Sobic.002G260800	ERF
Sobic.002G269032	ERF
Sobic.002G269100	ERF
Sobic.002G269300	ERF
Sobic.002G269400	ERF
Sobic.002G269500	ERF
Sobic.002G269600	ERF
Sobic.002G350500	ERF
Sobic.002G375400	ERF
Sobic.002G411000	ERF
Sobic.002G415600	ERF
Sobic.003G012800	ERF
Sobic.003G028000	ERF
Sobic.003G058200	ERF
Sobic.003G085600	ERF
Sobic.003G148600	ERF
Sobic.003G163401	ERF
Sobic.003G243500	ERF
Sobic.003G297600	ERF
Sobic.003G324400	ERF
Sobic.003G324500	ERF
Sobic.003G369100	ERF
Sobic.003G380900	ERF
Sobic.003G381400	ERF
Sobic.003G442100	ERF
Sobic.004G073100	ERF
Sobic.004G084600	ERF
Sobic.004G100500	ERF
Sobic.004G100700	ERF
Sobic.004G151500	ERF
Sobic.004G158901	ERF
Sobic.004G159500	ERF
Sobic.004G171300	ERF
Sobic.004G179900	ERF
Sobic.004G200700	ERF
Sobic.004G227400	ERF
Sobic.004G233200	ERF
Sobic.004G283201	ERF
Sobic.004G283300	ERF
Sobic.004G295500	ERF
Sobic.004G295600	ERF
Sobic.004G295700	ERF
Sobic.004G296900	ERF
Sobic.004G297100	ERF
Sobic.004G308900	ERF
Sobic.004G310600	ERF
Sobic.004G319700	ERF
Sobic.004G321300	ERF
Sobic.004G331300	ERF
Sobic.005G014800	ERF
Sobic.005G051200	ERF
Sobic.005G087600	ERF
Sobic.005G103000	ERF
Sobic.005G103100	ERF
Sobic.005G158500	ERF
Sobic.005G217400	ERF
Sobic.006G058732	ERF
Sobic.006G059800	ERF
Sobic.006G080200	ERF
Sobic.006G156100	ERF
Sobic.006G167800	ERF
Sobic.006G167900	ERF
Sobic.006G168000	ERF
Sobic.006G168100	ERF
Sobic.006G168200	ERF
Sobic.006G169900	ERF
Sobic.006G170000	ERF
Sobic.006G170100	ERF
Sobic.006G184700	ERF
Sobic.006G184800	ERF
Sobic.006G210300	ERF
Sobic.006G240500	ERF
Sobic.006G247000	ERF
Sobic.006G259000	ERF
Sobic.007G058300	ERF
Sobic.007G077001	ERF
Sobic.007G077100	ERF
Sobic.007G077200	ERF
Sobic.007G077300	ERF
Sobic.007G107400	ERF
Sobic.007G124100	ERF
Sobic.007G147300	ERF
Sobic.007G148500	ERF
Sobic.007G156700	ERF
Sobic.007G162700	ERF
Sobic.007G164900	ERF
Sobic.007G181500	ERF
Sobic.007G188701	ERF
Sobic.007G205100	ERF
Sobic.007G205200	ERF
Sobic.007G205300	ERF
Sobic.007G205400	ERF
Sobic.008G050600	ERF
Sobic.008G059300	ERF
Sobic.008G145000	ERF
Sobic.009G101400	ERF
Sobic.009G103800	ERF
Sobic.009G111200	ERF
Sobic.009G141500	ERF
Sobic.009G151600	ERF
Sobic.009G170800	ERF
Sobic.009G184300	ERF
Sobic.009G184400	ERF
Sobic.009G233100	ERF
Sobic.009G238500	ERF
Sobic.010G016500	ERF
Sobic.010G047500	ERF
Sobic.010G052600	ERF
Sobic.010G063900	ERF
Sobic.010G071700	ERF
Sobic.010G080400	ERF
Sobic.010G089700	ERF
Sobic.010G133566	ERF
Sobic.010G164800	ERF
Sobic.010G185300	ERF
Sobic.010G200100	ERF
Sobic.010G200200	ERF
Sobic.010G200300	ERF
Sobic.010G200400	ERF
Sobic.010G240900	ERF
Sobic.002G273300	DBB
Sobic.003G026700	DBB
Sobic.004G208400	DBB
Sobic.004G301000	DBB
Sobic.006G131800	DBB
Sobic.006G163100	DBB
Sobic.008G073400	DBB
Sobic.009G075600	DBB
Sobic.010G041700	DBB
Sobic.010G123500	DBB
Sobic.010G262200	DBB
Sobic.001G118100	CO-like
Sobic.002G408500	CO-like
Sobic.004G063200	CO-like
Sobic.004G211200	CO-like
Sobic.004G249500	CO-like
Sobic.004G256200	CO-like
Sobic.006G135100	CO-like
Sobic.007G092000	CO-like
Sobic.007G189800	CO-like
Sobic.010G108500	CO-like
Sobic.010G115800	CO-like
Sobic.010G123500	CO-like
Sobic.010G214000	CO-like
Sobic.001G227900	ARR-B
Sobic.001G451000	ARR-B
Sobic.003G393300	ARR-B
Sobic.004G066600	ARR-B
Sobic.004G330900	ARR-B
Sobic.005G050700	ARR-B
Sobic.006G035700	ARR-B
Sobic.008G071200	ARR-B
Sobic.010G064700	ARR-B
Sobic.010G191900	ARR-B
Sobic.010G192200	ARR-B
Sobic.010G208100	ARR-B
Sobic.010G257000	ARR-B
Sobic.001G077800	G2-like
Sobic.001G078900	G2-like
Sobic.001G150650	G2-like
Sobic.001G164500	G2-like
Sobic.001G384300	G2-like
Sobic.001G386700	G2-like
Sobic.001G519100	G2-like
Sobic.002G016300	G2-like
Sobic.002G121600	G2-like
Sobic.002G147400	G2-like
Sobic.002G161700	G2-like
Sobic.002G161800	G2-like
Sobic.002G194400	G2-like
Sobic.002G422000	G2-like
Sobic.003G002600	G2-like
Sobic.003G046800	G2-like
Sobic.003G146200	G2-like
Sobic.003G353700	G2-like
Sobic.004G036500	G2-like
Sobic.004G058700	G2-like
Sobic.004G106300	G2-like
Sobic.004G270600	G2-like
Sobic.004G273000	G2-like
Sobic.004G285300	G2-like
Sobic.004G342200	G2-like
Sobic.005G004000	G2-like
Sobic.006G181600	G2-like
Sobic.006G202300	G2-like
Sobic.006G256200	G2-like
Sobic.007G050500	G2-like
Sobic.007G132000	G2-like
Sobic.007G137300	G2-like
Sobic.008G004200	G2-like
Sobic.008G036900	G2-like
Sobic.008G147101	G2-like
Sobic.008G149650	G2-like
Sobic.009G178000	G2-like
Sobic.009G180500	G2-like
Sobic.010G096300	G2-like
Sobic.010G160900	G2-like
Sobic.010G191900	G2-like
Sobic.010G208300	G2-like
Sobic.010G220000	G2-like
Sobic.010G224200	G2-like
Sobic.010G254300	G2-like
Sobic.001G086400	MIKC_MADS
Sobic.001G086500	MIKC_MADS
Sobic.001G314400	MIKC_MADS
Sobic.001G455900	MIKC_MADS
Sobic.001G478400	MIKC_MADS
Sobic.001G526800	MIKC_MADS
Sobic.002G010100	MIKC_MADS
Sobic.002G080500	MIKC_MADS
Sobic.002G258000	MIKC_MADS
Sobic.002G368700	MIKC_MADS
Sobic.003G027000	MIKC_MADS
Sobic.003G073700	MIKC_MADS
Sobic.003G282400	MIKC_MADS
Sobic.003G379000	MIKC_MADS
Sobic.003G381100	MIKC_MADS
Sobic.004G003401	MIKC_MADS
Sobic.004G056000	MIKC_MADS
Sobic.004G191901	MIKC_MADS
Sobic.004G250000	MIKC_MADS
Sobic.004G281000	MIKC_MADS
Sobic.004G306500	MIKC_MADS
Sobic.006G091500	MIKC_MADS
Sobic.006G107700	MIKC_MADS
Sobic.006G189500	MIKC_MADS
Sobic.006G213900	MIKC_MADS
Sobic.007G013800	MIKC_MADS
Sobic.007G135301	MIKC_MADS
Sobic.007G193300	MIKC_MADS
Sobic.008G072800	MIKC_MADS
Sobic.008G072900	MIKC_MADS
Sobic.008G103500	MIKC_MADS
Sobic.009G075500	MIKC_MADS
Sobic.009G142500	MIKC_MADS
Sobic.010G050500	MIKC_MADS
Sobic.010G085400	MIKC_MADS
Sobic.010G090200	MIKC_MADS
Sobic.010G221500	MIKC_MADS
Sobic.010G261800	MIKC_MADS
Sobic.001G180400	M-type_MADS
Sobic.001G180600	M-type_MADS
Sobic.002G026500	M-type_MADS
Sobic.002G026600	M-type_MADS
Sobic.002G027401	M-type_MADS
Sobic.002G080600	M-type_MADS
Sobic.002G080700	M-type_MADS
Sobic.002G081000	M-type_MADS
Sobic.003G137500	M-type_MADS
Sobic.003G156600	M-type_MADS
Sobic.003G216800	M-type_MADS
Sobic.003G216901	M-type_MADS
Sobic.003G398600	M-type_MADS
Sobic.003G399166	M-type_MADS
Sobic.003G406800	M-type_MADS
Sobic.004G051500	M-type_MADS
Sobic.004G168100	M-type_MADS
Sobic.005G179700	M-type_MADS
Sobic.005G179800	M-type_MADS
Sobic.005G179900	M-type_MADS
Sobic.005G180000	M-type_MADS
Sobic.005G180100	M-type_MADS
Sobic.005G180200	M-type_MADS
Sobic.005G180300	M-type_MADS
Sobic.005G180400	M-type_MADS
Sobic.005G204600	M-type_MADS
Sobic.007G086100	M-type_MADS
Sobic.007G086200	M-type_MADS
Sobic.007G090412	M-type_MADS
Sobic.007G090421	M-type_MADS
Sobic.007G192900	M-type_MADS
Sobic.008G069200	M-type_MADS
Sobic.009G035700	M-type_MADS
Sobic.009G102200	M-type_MADS
Sobic.009G239000	M-type_MADS
Sobic.010G029200	M-type_MADS
Sobic.010G148100	M-type_MADS
Sobic.010G148400	M-type_MADS
Sobic.010G162300	M-type_MADS
Sobic.K042700	M-type_MADS
Sobic.001G104500	GRF
Sobic.001G139800	GRF
Sobic.002G297800	GRF
Sobic.004G269900	GRF
Sobic.004G317000	GRF
Sobic.005G150900	GRF
Sobic.006G203400	GRF
Sobic.010G077200	GRF
Sobic.001G049800	HB-other
Sobic.002G165800	HB-other
Sobic.003G252100	HB-other
Sobic.003G252200	HB-other
Sobic.003G416700	HB-other
Sobic.005G200800	HB-other
Sobic.010G183400	HB-other
Sobic.005G042200	WOX
Sobic.009G023900	WOX
Sobic.006G241000	WOX
Sobic.006G254900	WOX
Sobic.003G360200	WOX
Sobic.003G250100	WOX
Sobic.003G350900	WOX
Sobic.002G421800	WOX
Sobic.001G386600	WOX
Sobic.009G233000	WOX
Sobic.007G087600	WOX
Sobic.003G336600	WOX
Sobic.001G137100	TALE
Sobic.001G102300	TALE
Sobic.008G188900	TALE
Sobic.005G045200	TALE
Sobic.001G494000	TALE
Sobic.010G006300	TALE
Sobic.009G159900	TALE
Sobic.003G356200	TALE
Sobic.001G314900	TALE
Sobic.001G525900	TALE
Sobic.001G137200	TALE
Sobic.004G097700	TALE
Sobic.010G169200	TALE
Sobic.002G233800	HD-ZIP
Sobic.007G226600	HD-ZIP
Sobic.007G126400	HD-ZIP
Sobic.004G251300	HD-ZIP
Sobic.006G169200	HD-ZIP
Sobic.001G253900	HD-ZIP
Sobic.001G297200	HD-ZIP
Sobic.001G488900	HD-ZIP
Sobic.007G152300	HD-ZIP
Sobic.010G030100	HD-ZIP
Sobic.002G220300	HD-ZIP
Sobic.001G278800	HD-ZIP
Sobic.001G447400	HD-ZIP
Sobic.001G476300	HD-ZIP
Sobic.010G030200	HD-ZIP
Sobic.006G163900	HD-ZIP
Sobic.004G185200	HD-ZIP
Sobic.002G272900	HD-ZIP
Sobic.004G300300	HD-ZIP
Sobic.002G189000	HD-ZIP
Sobic.002G353800	HD-ZIP
Sobic.003G235900	HD-ZIP
Sobic.010G247500	HD-ZIP
Sobic.004G041600	HD-ZIP
Sobic.001G468400	HD-ZIP
Sobic.001G075101	TALE
Sobic.002G023900	TALE
Sobic.001G106200	TALE
Sobic.001G106000	TALE
Sobic.001G140200	TALE
Sobic.009G030200	TALE
Sobic.003G144200	TALE
Sobic.010G207500	TALE
Sobic.004G067100	TALE
Sobic.001G526200	TALE
Sobic.006G223300	HD-ZIP
Sobic.007G032100	HD-ZIP
Sobic.007G065300	HD-ZIP
Sobic.003G096300	HD-ZIP
Sobic.001G157400	HD-ZIP
Sobic.006G183200	HD-ZIP
Sobic.003G028300	HD-ZIP
Sobic.002G270900	HD-ZIP
Sobic.008G168100	HD-ZIP
Sobic.001G537300	HD-ZIP
Sobic.001G217200	HD-ZIP
Sobic.004G313900	HD-ZIP
Sobic.003G303500	HD-ZIP
Sobic.010G078700	HD-ZIP
Sobic.001G286700	HD-ZIP
Sobic.006G034900	HD-ZIP
Sobic.006G020700	HD-ZIP
Sobic.002G115900	HD-ZIP
Sobic.003G321500	HD-ZIP
Sobic.009G200500	HB-PHD
Sobic.003G294600	HB-PHD
Sobic.004G040000	HB-PHD
Sobic.001G020200	C2H2
Sobic.001G035000	C2H2
Sobic.001G035100	C2H2
Sobic.001G035300	C2H2
Sobic.001G079500	C2H2
Sobic.001G127200	C3H
Sobic.001G128800	C3H
Sobic.001G132200	C3H
Sobic.001G158500	LSD
Sobic.001G242900	C2H2
Sobic.001G330100	C2H2
Sobic.001G330200	C2H2
Sobic.001G330400	C2H2
Sobic.001G333700	C2H2
Sobic.001G356700	C2H2
Sobic.001G356800	C2H2
Sobic.001G357000	C2H2
Sobic.001G357100	C2H2
Sobic.001G399600	C3H
Sobic.001G416200	C2H2
Sobic.001G427600	C2H2
Sobic.001G441500	C2H2
Sobic.001G443000	C2H2
Sobic.001G469100	C2H2
Sobic.001G501800	C2H2
Sobic.001G503200	C2H2
Sobic.002G001700	C2H2
Sobic.002G116600	C2H2
Sobic.002G137200	C2H2
Sobic.002G153900	C2H2
Sobic.002G164700	C2H2
Sobic.002G197700	C2H2
Sobic.002G197800	C2H2
Sobic.002G209800	C2H2
Sobic.002G209900	C2H2
Sobic.002G221400	C2H2
Sobic.002G245500	C2H2
Sobic.002G293000	C2H2
Sobic.002G293100	C2H2
Sobic.002G297200	C2H2
Sobic.002G343300	C3H
Sobic.002G345300	C2H2
Sobic.002G353700	C2H2
Sobic.002G359300	C2H2
Sobic.002G360100	C2H2
Sobic.002G364700	C2H2
Sobic.003G001300	C2H2
Sobic.003G025500	C2H2
Sobic.003G031800	C2H2
Sobic.003G034400	C3H
Sobic.003G049000	C3H
Sobic.003G076400	C2H2
Sobic.003G113900	C3H
Sobic.003G117700	C3H
Sobic.003G117800	C3H
Sobic.003G194500	C3H
Sobic.003G194600	C2H2
Sobic.003G218700	LSD
Sobic.003G220700	C3H
Sobic.003G236701	C3H
Sobic.003G242300	C2H2
Sobic.003G320300	C2H2
Sobic.003G346700	C3H
Sobic.003G349700	C2H2
Sobic.003G363200	C2H2
Sobic.003G370700	C2H2
Sobic.003G383400	C2H2
Sobic.003G394900	C2H2
Sobic.003G396600	C2H2
Sobic.003G402000	C3H
Sobic.003G417500	C2H2
Sobic.004G000800	C2H2
Sobic.004G040700	C2H2
Sobic.004G049700	C3H
Sobic.004G066700	C2H2
Sobic.004G078100	C3H
Sobic.004G113700	C3H
Sobic.004G153200	C2H2
Sobic.004G160100	C2H2
Sobic.004G162700	C2H2
Sobic.004G174400	C2H2
Sobic.004G178300	C3H
Sobic.004G188300	C2H2
Sobic.004G259300	C3H
Sobic.004G283000	C3H
Sobic.004G285400	C2H2
Sobic.004G294100	C2H2
Sobic.004G294200	C2H2
Sobic.004G349237	C2H2
Sobic.004G351700	C2H2
Sobic.004G357200	C3H
Sobic.005G025100	C2H2
Sobic.005G052700	C2H2
Sobic.005G100200	C2H2
Sobic.005G100400	C2H2
Sobic.005G111700	C3H
Sobic.005G121100	C2H2
Sobic.005G225700	C2H2
Sobic.005G226100	C2H2
Sobic.005G231700	C2H2
Sobic.006G002800	C3H
Sobic.006G009500	C2H2
Sobic.006G010400	C3H
Sobic.006G018600	C2H2
Sobic.006G087100	C3H
Sobic.006G109850	C2H2
Sobic.006G115400	C2H2
Sobic.006G118100	C2H2
Sobic.006G171500	C2H2
Sobic.006G171600	C2H2
Sobic.006G180900	C2H2
Sobic.006G197200	C2H2
Sobic.006G254600	C3H
Sobic.006G256500	C3H
Sobic.006G261800	C3H
Sobic.006G278400	C2H2
Sobic.007G028700	LSD
Sobic.007G031600	C3H
Sobic.007G050100	LSD
Sobic.007G050300	C3H
Sobic.007G141600	C2H2
Sobic.007G153300	C2H2
Sobic.007G166000	C2H2
Sobic.007G173200	C2H2
Sobic.007G212900	C2H2
Sobic.007G223400	C2H2
Sobic.008G014801	C2H2
Sobic.008G088842	C2H2
Sobic.008G092300	C3H
Sobic.008G112500	C3H
Sobic.008G144500	C2H2
Sobic.008G165000	LSD
Sobic.008G173200	C2H2
Sobic.009G006900	C2H2
Sobic.009G024400	C2H2
Sobic.009G028500	C3H
Sobic.009G067700	C2H2
Sobic.009G072100	C3H
Sobic.009G084600	C2H2
Sobic.009G155200	C2H2
Sobic.009G164600	C2H2
Sobic.009G205100	C3H
Sobic.009G211700	C2H2
Sobic.009G241600	C3H
Sobic.009G260600	C2H2
Sobic.010G052500	C2H2
Sobic.010G131900	C3H
Sobic.010G190400	C2H2
Sobic.010G193800	C3H
Sobic.010G194400	C2H2
Sobic.010G228700	C3H
Sobic.010G237800	C2H2
Sobic.010G254900	C3H
Sobic.010G279600	C2H2
Sobic.K001900	C2H2
Sobic.001G056000	MYB
Sobic.001G075300	MYB
Sobic.001G110900	MYB
Sobic.001G158600	MYB
Sobic.001G183100	MYB
Sobic.001G204400	MYB
Sobic.001G219200	MYB
Sobic.001G340900	MYB
Sobic.001G356000	MYB
Sobic.001G358900	MYB
Sobic.001G391500	MYB
Sobic.001G397900	MYB
Sobic.001G404400	MYB
Sobic.001G443700	MYB
Sobic.001G508400	MYB
Sobic.002G029900	MYB
Sobic.002G139800	MYB
Sobic.002G141300	MYB
Sobic.002G196000	MYB
Sobic.002G196100	MYB
Sobic.002G201000	MYB
Sobic.002G209300	MYB
Sobic.002G275500	MYB
Sobic.002G279100	MYB
Sobic.002G308400	MYB
Sobic.002G337800	MYB
Sobic.002G384300	MYB
Sobic.002G385450	MYB
Sobic.002G388700	MYB
Sobic.002G423300	MYB
Sobic.003G008700	MYB
Sobic.003G034500	MYB
Sobic.003G053200	MYB
Sobic.003G053300	MYB
Sobic.003G076500	MYB
Sobic.003G087600	MYB
Sobic.003G128900	MYB
Sobic.003G129000	MYB
Sobic.003G129100	MYB
Sobic.003G136600	MYB
Sobic.003G142300	MYB
Sobic.003G145100	MYB
Sobic.003G164500	MYB
Sobic.003G183800	MYB
Sobic.003G232800	MYB
Sobic.003G260300	MYB
Sobic.003G267400	MYB
Sobic.003G270300	MYB
Sobic.003G274000	MYB
Sobic.003G280000	MYB
Sobic.003G331100	MYB
Sobic.003G352200	MYB
Sobic.003G357300	MYB
Sobic.003G359800	MYB
Sobic.003G373000	MYB
Sobic.003G409900	MYB
Sobic.004G011100	MYB
Sobic.004G070900	MYB
Sobic.004G123200	MYB
Sobic.004G123400	MYB
Sobic.004G191800	MYB
Sobic.004G216900	MYB
Sobic.004G219800	MYB
Sobic.004G231700	MYB
Sobic.004G248700	MYB
Sobic.004G273800	MYB
Sobic.004G303400	MYB
Sobic.004G303600	MYB
Sobic.004G322800	MYB
Sobic.004G353650	MYB
Sobic.005G014100	MYB
Sobic.005G020200	MYB
Sobic.005G062000	MYB
Sobic.005G104800	MYB
Sobic.005G155900	MYB
Sobic.005G217200	MYB
Sobic.005G224800	MYB
Sobic.006G030200	MYB
Sobic.006G107500	MYB
Sobic.006G115200	MYB
Sobic.006G142000	MYB
Sobic.006G148000	MYB
Sobic.006G159100	MYB
Sobic.006G159200	MYB
Sobic.006G169700	MYB
Sobic.006G198700	MYB
Sobic.006G199800	MYB
Sobic.006G266600	MYB
Sobic.007G039100	MYB
Sobic.007G055300	MYB
Sobic.007G092300	MYB
Sobic.007G132600	MYB
Sobic.007G136500	MYB
Sobic.007G137101	MYB
Sobic.007G138800	MYB
Sobic.007G138900	MYB
Sobic.007G146500	MYB
Sobic.007G177100	MYB
Sobic.007G178300	MYB
Sobic.007G204200	MYB
Sobic.007G224800	MYB
Sobic.008G020300	MYB
Sobic.008G020600	MYB
Sobic.008G050500	MYB
Sobic.008G055700	MYB
Sobic.008G055800	MYB
Sobic.008G063400	MYB
Sobic.008G100100	MYB
Sobic.008G112200	MYB
Sobic.008G131400	MYB
Sobic.008G133700	MYB
Sobic.008G137500	MYB
Sobic.008G187001	MYB
Sobic.009G016600	MYB
Sobic.009G016633	MYB
Sobic.009G031900	MYB
Sobic.009G032000	MYB
Sobic.009G036500	MYB
Sobic.009G083800	MYB
Sobic.009G103900	MYB
Sobic.009G148100	MYB
Sobic.009G157500	MYB
Sobic.009G216900	MYB
Sobic.009G224500	MYB
Sobic.010G008000	MYB
Sobic.010G106601	MYB
Sobic.010G186100	MYB
Sobic.010G201388	MYB
Sobic.010G230200	MYB
Sobic.K043500	MYB
Sobic.001G088100	MYB_related
Sobic.001G143100	MYB_related
Sobic.001G156900	MYB_related
Sobic.001G190000	MYB_related
Sobic.001G235100	MYB_related
Sobic.001G235200	MYB_related
Sobic.001G235266	MYB_related
Sobic.001G295600	MYB_related
Sobic.001G297500	MYB_related
Sobic.001G301100	MYB_related
Sobic.001G301700	MYB_related
Sobic.001G363500	MYB_related
Sobic.001G398100	MYB_related
Sobic.001G398200	MYB_related
Sobic.001G440800	MYB_related
Sobic.001G490350	MYB_related
Sobic.001G512700	MYB_related
Sobic.001G541000	MYB_related
Sobic.002G165300	MYB_related
Sobic.002G248600	MYB_related
Sobic.002G291850	MYB_related
Sobic.002G320300	MYB_related
Sobic.002G320500	MYB_related
Sobic.003G033000	MYB_related
Sobic.003G034300	MYB_related
Sobic.003G036600	MYB_related
Sobic.003G059200	MYB_related
Sobic.003G064200	MYB_related
Sobic.003G076600	MYB_related
Sobic.003G088300	MYB_related
Sobic.003G132300	MYB_related
Sobic.003G202600	MYB_related
Sobic.003G211200	MYB_related
Sobic.003G223400	MYB_related
Sobic.003G231700	MYB_related
Sobic.003G231800	MYB_related
Sobic.003G246900	MYB_related
Sobic.003G273300	MYB_related
Sobic.003G274000	MYB_related
Sobic.003G365600	MYB_related
Sobic.004G267000	MYB_related
Sobic.004G279300	MYB_related
Sobic.004G281800	MYB_related
Sobic.005G217200	MYB_related
Sobic.005G224700	MYB_related
Sobic.005G224800	MYB_related
Sobic.006G049900	MYB_related
Sobic.006G192100	MYB_related
Sobic.007G020500	MYB_related
Sobic.007G037100	MYB_related
Sobic.007G039200	MYB_related
Sobic.007G047400	MYB_related
Sobic.007G049900	MYB_related
Sobic.007G053700	MYB_related
Sobic.007G055100	MYB_related
Sobic.007G209500	MYB_related
Sobic.008G061601	MYB_related
Sobic.008G133700	MYB_related
Sobic.009G027300	MYB_related
Sobic.009G039000	MYB_related
Sobic.009G039100	MYB_related
Sobic.009G039200	MYB_related
Sobic.009G039500	MYB_related
Sobic.009G039600	MYB_related
Sobic.009G039700	MYB_related
Sobic.009G039900	MYB_related
Sobic.009G040000	MYB_related
Sobic.009G040100	MYB_related
Sobic.009G072200	MYB_related
Sobic.009G154200	MYB_related
Sobic.009G235500	MYB_related
Sobic.009G244300	MYB_related
Sobic.009G244600	MYB_related
Sobic.009G253300	MYB_related
Sobic.010G004300	MYB_related
Sobic.010G025850	MYB_related
Sobic.010G058000	MYB_related
Sobic.010G063566	MYB_related
Sobic.010G075100	MYB_related
Sobic.010G085700	MYB_related
Sobic.010G109700	MYB_related
Sobic.010G111400	MYB_related
Sobic.010G111500	MYB_related
Sobic.010G223700	MYB_related
Sobic.010G275700	MYB_related
Sobic.K042600	MYB_related
